製品名,プラットフォーム,更新日,ダウンロード
Microsoft Launcher,Android,2025/10/23,"https://vpatj.azurewebsites.net/file/Microsoft_Launcher_Android_VPATJ09390.xlsx"
Microsoft Learn for Educators Portal,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Learn_for_Educators_Portal_Web_VPATJ09400.xlsx"
Microsoft Lists,WebApp,2025/10/24,"https://vpatj.azurewebsites.net/file/Microsoft_Lists_WebApp_VPATJ09410.xlsx"
Microsoft Lists Android,Android,2024/09/16,"https://vpatj.azurewebsites.net/file/Microsoft_Lists_Android_VPATJ09420.xlsx"
Microsoft Lists iOS,iOS,2024/09/16,"https://vpatj.azurewebsites.net/file/Microsoft_Lists_iOS_VPATJ09430.xlsx"
Microsoft LMS Gateway,Web,2025/07/24,"https://vpatj.azurewebsites.net/file/Microsoft_LMS_Gateway_Web_VPATJ09440.xlsx"
Microsoft Loop,Web,2024/11/15,"https://vpatj.azurewebsites.net/file/Microsoft_Loop_Web_VPATJ09450.xlsx"
Microsoft Loop - Android,Android,2025/10/13,"https://vpatj.azurewebsites.net/file/Microsoft_Loop_-_Android_VPATJ09460.xlsx"
Microsoft Loop App,Web,2026/01/09,"https://vpatj.azurewebsites.net/file/Microsoft_Loop_App_Web_VPATJ09470.xlsx"
Microsoft Loop App - iOS,iOS,2025/10/23,"https://vpatj.azurewebsites.net/file/Microsoft_Loop_App_-_iOS_VPATJ09471.xlsx"
Microsoft MakeCode,Web,2025/08/05,"https://vpatj.azurewebsites.net/file/Microsoft_MakeCode_Web_VPATJ09480.xlsx"
Microsoft Managed Desktop,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Managed_Desktop_Web_VPATJ09490.xlsx"
Microsoft Mesh,Win32,2024/10/25,"https://vpatj.azurewebsites.net/file/Microsoft_Mesh_Win32_VPATJ09491.xlsx"
Microsoft Modern USB headset,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Modern_USB_headset_Hardware_VPATJ09500.xlsx"
Microsoft Modern USB-C speaker,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Modern_USB-C_speaker_Hardware_VPATJ09510.xlsx"
Microsoft Modern Webcam,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Modern_Webcam_Hardware_VPATJ09520.xlsx"
Microsoft Modern Wireless Headset,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Modern_Wireless_Headset_Hardware_VPATJ09530.xlsx"
Microsoft Mouse and Keyboard Center 14,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Mouse_and_Keyboard_Center_14_Win32_VPATJ09540.xlsx"
Microsoft Movies & TV EAA,Universal,2025/03/17,"https://vpatj.azurewebsites.net/file/Microsoft_Movies_&_TV_EAA_Universal_VPATJ09542.xlsx"
Microsoft MVP Award website,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_MVP_Award_website_VPATJ09550.xlsx"
Microsoft News,Universal,2025/10/22,"https://vpatj.azurewebsites.net/file/Microsoft_News_Universal_VPATJ09551.xlsx"
Microsoft Ocean Plastic Mouse,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Ocean_Plastic_Mouse_Hardware_VPATJ09560.xlsx"
Microsoft ODBC Driver for SQL Server,PCWindows,2026/01/12,"https://vpatj.azurewebsites.net/file/Microsoft_ODBC_Driver_for_SQL_Server_PCWindows_VPATJ09570.xlsx"
Microsoft OLE DB Driver for SQL Server,PC (Windows),2024/09/19,"https://vpatj.azurewebsites.net/file/Microsoft_OLE_DB_Driver_for_SQL_Server_PC_Windows_VPATJ09571.xlsx"
Microsoft Partner Connect,Web,2025/10/12,"https://vpatj.azurewebsites.net/file/Microsoft_Partner_Connect_Web_VPATJ09590.xlsx"
Microsoft PC Manager,Universal,2025/08/19,"https://vpatj.azurewebsites.net/file/Microsoft_PC_Manager_Universal_VPATJ09600.xlsx"
Microsoft Photos,Win32,2024/10/07,"https://vpatj.azurewebsites.net/file/Microsoft_Photos_Win32_VPATJ09610.xlsx"
Microsoft Places,iOS,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Places_iOS_VPATJ09620.xlsx"
Microsoft Places,Web,2025/10/24,"https://vpatj.azurewebsites.net/file/Microsoft_Places_Web_VPATJ09630.xlsx"
Microsoft Power Platform Partner Portal,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Power_Platform_Partner_Portal_Web_VPATJ09640.xlsx"
Microsoft Presenter Plus,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Presenter_Plus_Hardware_VPATJ09650.xlsx"
Microsoft Professional Program,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Professional_Program_Web_VPATJ09660.xlsx"
Microsoft Pulse Website,Web,2025/08/05,"https://vpatj.azurewebsites.net/file/Microsoft_Pulse_Website_VPATJ09661.xlsx"
Microsoft Purview,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Purview_Azure_VPATJ09670.xlsx"
Microsoft Purview,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Purview_Web_VPATJ09680.xlsx"
Microsoft Purview Information Protection Client,Win32,2024/10/30,"https://vpatj.azurewebsites.net/file/Microsoft_Purview_Information_Protection_Client_Win32_VPATJ09681.xlsx"
Microsoft Purview - Privacy (Priva),Web,2025/05/09,"https://vpatj.azurewebsites.net/file/Microsoft_Purview_-_Privacy_Priva_Web_VPATJ09682.xlsx"
Microsoft R&D Website,Azure,2024/10/27,"https://vpatj.azurewebsites.net/file/Microsoft_R&D_Website_Azure_VPATJ09700.xlsx"
Microsoft Remote Connectivity Analyzer,Web,2025/10/24,"https://vpatj.azurewebsites.net/file/Microsoft_Remote_Connectivity_Analyzer_Web_VPATJ09710.xlsx"
Microsoft Rewards,Web,2025/06/27,"https://vpatj.azurewebsites.net/file/Microsoft_Rewards_Web_VPATJ09720.xlsx"
Microsoft Rewards App,Android,2025/06/28,"https://vpatj.azurewebsites.net/file/Microsoft_Rewards_App_Android_VPATJ09721.xlsx"
Microsoft Rewards App,iOS,2025/06/28,"https://vpatj.azurewebsites.net/file/Microsoft_Rewards_App_iOS_VPATJ09722.xlsx"
Microsoft Sentinel for Visual Studio Code,"Win32, Mac, Linux",2025/10/04,"https://vpatj.azurewebsites.net/file/Microsoft_Sentinel_for_Visual_Studio_Code_Win32_Mac_Linux_VPATJ09723.xlsx"
Microsoft Security Copilot,Web,2026/05/22,"https://vpatj.azurewebsites.net/file/Microsoft_Security_Copilot_Web_VPATJ09724.xlsx"
Microsoft SharePoint Syntex,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_SharePoint_Syntex_Web_VPATJ09740.xlsx"
Microsoft SQL Server 2016,"Web, iOS, Android, Windows, Mac",2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_SQL_Server_2016_Web_iOS_Android_Windows_Mac_VPATJ09750.xlsx"
Microsoft Store Client Win 11,Universal,2025/06/23,"https://vpatj.azurewebsites.net/file/Microsoft_Store_Client_Win_11_Universal_VPATJ09770.xlsx"
Microsoft Store for Win 10,Universal,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Store_for_Win_10_Universal_VPATJ09780.xlsx"
Microsoft Store Web Experience for Apps,Web,2026/06/15,"https://vpatj.azurewebsites.net/file/Microsoft_Store_Web_Experience_for_Apps_VPATJ09790.xlsx"
Microsoft Stream,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Stream_Web_VPATJ09800.xlsx"
Microsoft Stream Android 2.0 App,Android,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Stream_Android_2.0_App_VPATJ09810.xlsx"
Microsoft Stream iOS 2.0 App,iOS,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Stream_iOS_2.0_App_VPATJ09820.xlsx"
Microsoft Surface Headphones 2 Plus,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Surface_Headphones_2_Plus_Hardware_VPATJ09830.xlsx"
Microsoft Sustainability Manager,Web,2025/06/27,"https://vpatj.azurewebsites.net/file/Microsoft_Sustainability_Manager_Web_VPATJ09840.xlsx"
Microsoft Syntex,Web,2025/10/23,"https://vpatj.azurewebsites.net/file/Microsoft_Syntex_Web_VPATJ09850.xlsx"
Microsoft Teams,Mac,2025/06/25,"https://vpatj.azurewebsites.net/file/Microsoft_Teams_Mac_VPATJ09860.xlsx"
Microsoft Teams,Web,2025/06/26,"https://vpatj.azurewebsites.net/file/Microsoft_Teams_Web_VPATJ09870.xlsx"
Microsoft Teams,Win32,2025/06/25,"https://vpatj.azurewebsites.net/file/Microsoft_Teams_Win32_VPATJ09880.xlsx"
Microsoft Teams [EAA],Android,2025/06/13,"https://vpatj.azurewebsites.net/file/Microsoft_Teams_EAA_Android_VPATJ09881.xlsx"
Microsoft Teams [EAA],iOS,2025/06/13,"https://vpatj.azurewebsites.net/file/Microsoft_Teams_EAA_iOS_VPATJ09882.xlsx"
Microsoft Teams [EAA],Mac,2025/06/13,"https://vpatj.azurewebsites.net/file/Microsoft_Teams_EAA_Mac_VPATJ09883.xlsx"
Microsoft Teams [EAA],Web,2025/06/13,"https://vpatj.azurewebsites.net/file/Microsoft_Teams_EAA_Web_VPATJ09884.xlsx"
Microsoft Teams [EAA],Win32,2025/06/13,"https://vpatj.azurewebsites.net/file/Microsoft_Teams_EAA_Win32_VPATJ09885.xlsx"
Microsoft Teams Admin Portal,Web,2025/08/13,"https://vpatj.azurewebsites.net/file/Microsoft_Teams_Admin_Portal_Web_VPATJ09886.xlsx"
Microsoft Teams,Android,2025/06/26,"https://vpatj.azurewebsites.net/file/Microsoft_Teams_Android_VPATJ09890.xlsx"
Microsoft Teams,iOS,2025/06/26,"https://vpatj.azurewebsites.net/file/Microsoft_Teams_iOS_VPATJ09900.xlsx"
Microsoft Teams Rooms Pro Management,Web,2025/11/07,"https://vpatj.azurewebsites.net/file/Microsoft_Teams_Rooms_Pro_Management_Web_VPATJ09910.xlsx"
Microsoft Tech Community,Web,2026/03/23,"https://vpatj.azurewebsites.net/file/Microsoft_Tech_Community_Web_VPATJ09911.xlsx"
Microsoft Technical Quest,Web,2025/03/31,"https://vpatj.azurewebsites.net/file/Microsoft_Technical_Quest_Web_VPATJ09920.xlsx"
Microsoft Threat Modeling Tool,Win32,2026/03/24,"https://vpatj.azurewebsites.net/file/Microsoft_Threat_Modeling_Tool_Win32_VPATJ09930.xlsx"
Microsoft Translator,Web,2026/02/06,"https://vpatj.azurewebsites.net/file/Microsoft_Translator_Web_VPATJ09931.xlsx"
Microsoft Translator,WordPress,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Translator_WordPress_VPATJ09940.xlsx"
Microsoft Translator - Android,Android,2025/07/23,"https://vpatj.azurewebsites.net/file/Microsoft_Translator_-_Android_VPATJ09950.xlsx"
Microsoft Translator - iOS,iOS,2025/03/04,"https://vpatj.azurewebsites.net/file/Microsoft_Translator_-_iOS_VPATJ09960.xlsx"
Microsoft Translator - Web,Web,2025/03/04,"https://vpatj.azurewebsites.net/file/Microsoft_Translator_-_Web_VPATJ09970.xlsx"
Microsoft Translator - Windows 10,Universal,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Translator_-_Windows_10_Universal_VPATJ09980.xlsx"
Microsoft Translator Pro,iOS,2025/02/11,"https://vpatj.azurewebsites.net/file/Microsoft_Translator_Pro_iOS_VPATJ09981.xlsx"
Microsoft Translator-Group Transcribe Marketing,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Translator-Group_Transcribe_Marketing_Web_VPATJ09990.xlsx"
Microsoft Update Catalog,Web,2025/10/21,"https://vpatj.azurewebsites.net/file/Microsoft_Update_Catalog_Web_VPATJ10000.xlsx"
Microsoft USB-C® Travel Hub,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_USB-C®_Travel_Hub_Hardware_VPATJ10010.xlsx"
Microsoft Virtual Academy,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Virtual_Academy_Web_VPATJ10020.xlsx"
Microsoft Viva (Briefing email),"Android-OS,Desktop-Web,iOS-OS,Mac-OS,Windows-OS",2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Viva_Briefing_email_Android-OS_Desktop-Web_iOS-OS_Mac-OS_Windows-OS_VPATJ10030.xlsx"
Microsoft Viva Insights (Advanced Insights),Web,2025/09/09,"https://vpatj.azurewebsites.net/file/Microsoft_Viva_Insights_Advanced_Insights_Web_VPATJ10040.xlsx"
Microsoft Viva Insights (Digest email),"Android-OS,Desktop-Web,iOS-OS,Mac-OS,Windows-OS",2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Viva_Insights_Digest_email_Android-OS_Desktop-Web_iOS-OS_Mac-OS_Windows-OS_VPATJ10050.xlsx"
Microsoft Viva Insights (Outlook add-in),"Android-OS,Desktop-Web,iOS-OS,Mac-OS,Windows-OS",2025/09/26,"https://vpatj.azurewebsites.net/file/Microsoft_Viva_Insights_Outlook_add-in_Android-OS_Desktop-Web_iOS-OS_Mac-OS_Windows-OS_VPATJ10060.xlsx"
Microsoft Viva Insights (Viva Insights app in Microsoft Teams),"Android-OS,Desktop-Web,iOS-OS,Mobile-Web-Android,Mobile-Web-iOS,Teams-Mac,Teams-Web,Teams-Win32,Windows-OS",2025/06/13,"https://vpatj.azurewebsites.net/file/Microsoft_Viva_Insights_Viva_Insights_app_in_Microsoft_Teams_Android-OS_Desktop-Web_iOS-OS_Mobile-Web-Android_Mobile-Web-iOS_Teams-Mac_Teams-Web_Teams-Win32_Windows-OS_VPATJ10070.xlsx"
Microsoft Viva Insights Community,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Viva_Insights_Community_Web_VPATJ10080.xlsx"
Microsoft Wedge Touch Mouse,"Windows 8.1, Windows 10, Mac, Linux, Unix, Android",2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Wedge_Touch_Mouse_Windows_8.1_Windows_10_Mac_Linux_Unix_Android_VPATJ10090.xlsx"
Microsoft Whiteboard,iOS,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Whiteboard_iOS_VPATJ10100.xlsx"
Microsoft Windows 10 Fall 2021 Update (Client _ PC),Windows,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Windows_10_Fall_2021_Update_Client_PC_VPATJ10110.xlsx"
Microsoft Windows 10 Spring 2021 Update (Client _ PC),Windows,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Windows_10_Spring_2021_Update_Client_PC_VPATJ10120.xlsx"
Microsoft Windows 11 EAA Experiences,PC (Windows),2025/07/31,"https://vpatj.azurewebsites.net/file/Microsoft_Windows_11_EAA_Experiences_PC_Windows_VPATJ10121.xlsx"
"Microsoft Windows 11, 2025 (Client _ PC)",Windows,2026/02/13,"https://vpatj.azurewebsites.net/file/Microsoft_Windows_11_2025_Client_PC_VPATJ10122.xlsx"
Microsoft Windows Server 2016,Windows,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Windows_Server_2016_VPATJ10140.xlsx"
Microsoft Wireless Comfort Desktop 5050,NA,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Wireless_Comfort_Desktop_5050_NA_VPATJ10150.xlsx"
Microsoft Wireless Mobile Mouse 3500,NA,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Wireless_Mobile_Mouse_3500_NA_VPATJ10160.xlsx"
Microsoft Word for Mac Office 365,Mac,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Word_for_Mac_Office_365_VPATJ10170.xlsx"
Microsoft Word Universal,Universal,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft_Word_Universal_VPATJ10180.xlsx"
Microsoft.com_swiftkey,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Microsoft.com_swiftkey_Web_VPATJ10200.xlsx"
Microsoft365,Web,2024/10/22,"https://vpatj.azurewebsites.net/file/Microsoft365_Web_VPATJ10210.xlsx"
MicrosoftSearchPowerPlatformConnector,Web,2024/09/05,"https://vpatj.azurewebsites.net/file/MicrosoftSearchPowerPlatformConnector_Web_VPATJ10220.xlsx"
MIE Expert/School Nomination system,Web,2024/07/30,"https://vpatj.azurewebsites.net/file/MIE_Expert_School_Nomination_system_Web_VPATJ10230.xlsx"
Migration Module,Web,2026/05/26,"https://vpatj.azurewebsites.net/file/Migration_Module_Web_VPATJ10231.xlsx"
Minecraft,Web,2025/06/06,"https://vpatj.azurewebsites.net/file/Minecraft_Web_VPATJ10240.xlsx"
Minecraft Education,"Windows, Mac, Android, Chromebook, iPhone, iPad",2024/08/30,"https://vpatj.azurewebsites.net/file/Minecraft_Education_Windows_Mac_Android_Chromebook_iPhone_iPad_VPATJ10250.xlsx"
Minecraft Education - AEM,Web,2024/11/07,"https://vpatj.azurewebsites.net/file/Minecraft_Education_-_AEM_Web_VPATJ10260.xlsx"
Minecraft Launcher,PC (Windows),2025/08/30,"https://vpatj.azurewebsites.net/file/Minecraft_Launcher_PC_Windows_VPATJ10270.xlsx"
Minecraft Support,Web,2024/12/05,"https://vpatj.azurewebsites.net/file/Minecraft_Support_Web_VPATJ10271.xlsx"
Minecraft: Education Edition,"Windows, Mac, Android, Chromebook, iPhone, iPad",2024/05/14,"https://vpatj.azurewebsites.net/file/Minecraft_Education_Edition_Windows_Mac_Android_Chromebook_iPhone_iPad_VPATJ10280.xlsx"
MIP Platform Services,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/MIP_Platform_Services_Azure_VPATJ10290.xlsx"
Mission Embark,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Mission_Embark_Azure_VPATJ10300.xlsx"
Mission Trust Assurance Center,Web,2026/06/18,"https://vpatj.azurewebsites.net/file/Mission_Trust_Assurance_Center_Web_VPATJ10310.xlsx"
Mixed Reality Apps Universal Services,Web,2024/05/16,"https://vpatj.azurewebsites.net/file/Mixed_Reality_Apps_Universal_Services_Web_VPATJ10320.xlsx"
Mixed Reality CRM (D365),Web,2024/05/21,"https://vpatj.azurewebsites.net/file/Mixed_Reality_CRM_D365_Web_VPATJ10330.xlsx"
Mixed Reality Link,Win32,2025/09/26,"https://vpatj.azurewebsites.net/file/Mixed_Reality_Link_Win32_VPATJ10331.xlsx"
MMR Portal,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/MMR_Portal_Web_VPATJ10340.xlsx"
Moaw,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Moaw_Web_VPATJ10350.xlsx"
Modern Orion Ordering System,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Modern_Orion_Ordering_System_Web_VPATJ10360.xlsx"
Modern Wireless Headset,PCWindows,2024/05/14,"https://vpatj.azurewebsites.net/file/Modern_Wireless_Headset_PCWindows_VPATJ10370.xlsx"
Monetization service,Web,2024/09/04,"https://vpatj.azurewebsites.net/file/Monetization_service_Web_VPATJ10380.xlsx"
Mono Websites,Web,2025/09/09,"https://vpatj.azurewebsites.net/file/Mono_Websites_VPATJ10381.xlsx"
Mover Marketing Website,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Mover_Marketing_Website_VPATJ10390.xlsx"
Movere,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Movere_Web_VPATJ10400.xlsx"
Movies & TV,Universal,2026/02/11,"https://vpatj.azurewebsites.net/file/Movies_&_TV_Universal_VPATJ10401.xlsx"
MPN Blogs,Web,2024/07/19,"https://vpatj.azurewebsites.net/file/MPN_Blogs_Web_VPATJ10410.xlsx"
MPN Order Management Service,Web,2025/05/05,"https://vpatj.azurewebsites.net/file/MPN_Order_Management_Service_Web_VPATJ10420.xlsx"
MPN Proficiency & Competency,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/MPN_Proficiency_&_Competency_Web_VPATJ10430.xlsx"
MS eCDN Admin Console,Web,2026/02/27,"https://vpatj.azurewebsites.net/file/MS_eCDN_Admin_Console_Web_VPATJ10431.xlsx"
MS eCDN Admin Console,WebApp,2024/05/14,"https://vpatj.azurewebsites.net/file/MS_eCDN_Admin_Console_WebApp_VPATJ10440.xlsx"
MS Federal Solutions,PowerPages,2024/05/14,"https://vpatj.azurewebsites.net/file/MS_Federal_Solutions_PowerPages_VPATJ10450.xlsx"
MS Store China,Web,2024/09/04,"https://vpatj.azurewebsites.net/file/MS_Store_China_Web_VPATJ10460.xlsx"
MS4SU / BizSpark,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/MS4SU_BizSpark_Web_VPATJ10470.xlsx"
MSaaS File Management (DTM V2),Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/MSaaS_File_Management_DTM_V2_Azure_VPATJ10480.xlsx"
MSDN and TechNet Forums,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/MSDN_and_TechNet_Forums_Web_VPATJ10490.xlsx"
MSDN Forums & Profiles,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/MSDN_Forums_&_Profiles_Web_VPATJ10500.xlsx"
MSEC Air Portal,Web,2025/02/14,"https://vpatj.azurewebsites.net/file/MSEC_Air_Portal_Web_VPATJ10501.xlsx"
MSEC CXE Community Platform,Web,2026/03/26,"https://vpatj.azurewebsites.net/file/MSEC_CXE_Community_Platform_Web_VPATJ10502.xlsx"
MSK8s,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/MSK8s_Web_VPATJ10510.xlsx"
MSMPI,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/MSMPI_Azure_VPATJ10520.xlsx"
MSN,Surface,2024/05/14,"https://vpatj.azurewebsites.net/file/MSN_Surface_VPATJ10530.xlsx"
MSN App (iOS_Android),iOS and Android,2024/11/27,"https://vpatj.azurewebsites.net/file/MSN_App_iOS_Android_iOS_and_Android_VPATJ10531.xlsx"
MSN Gaming CN App,Win32,2025/12/16,"https://vpatj.azurewebsites.net/file/MSN_Gaming_CN_App_Win32_VPATJ10532.xlsx"
MSN.com,Web,2026/01/07,"https://vpatj.azurewebsites.net/file/MSN.com_Web_VPATJ10540.xlsx"
MSRC Portal,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/MSRC_Portal_Azure_VPATJ10550.xlsx"
MSRC Web,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/MSRC_Web_Azure_VPATJ10560.xlsx"
MSRC Web,Web,2025/08/28,"https://vpatj.azurewebsites.net/file/MSRC_Web_VPATJ10570.xlsx"
MSRD-Collect,Web,2026/06/16,"https://vpatj.azurewebsites.net/file/MSRD-Collect_Web_VPATJ10571.xlsx"
mssql for VSCode,Cross-Plat,2026/05/29,"https://vpatj.azurewebsites.net/file/mssql_for_VSCode_Cross-Plat_VPATJ10572.xlsx"
MTPS Legacy Schemas,Web,2025/01/02,"https://vpatj.azurewebsites.net/file/MTPS_Legacy_Schemas_Web_VPATJ10581.xlsx"
Multilingual App Toolkit VS,PCWindows,2025/05/23,"https://vpatj.azurewebsites.net/file/Multilingual_App_Toolkit_VS_PCWindows_VPATJ10590.xlsx"
Multitenant Collaboration,Web,2025/08/26,"https://vpatj.azurewebsites.net/file/Multitenant_Collaboration_Web_VPATJ10600.xlsx"
MVP Communities,Web,2026/05/13,"https://vpatj.azurewebsites.net/file/MVP_Communities_Web_VPATJ10610.xlsx"
MVP Global Summit Event Site,Web,2024/09/18,"https://vpatj.azurewebsites.net/file/MVP_Global_Summit_Event_Site_Web_VPATJ10620.xlsx"
My Apps,Web,2025/09/12,"https://vpatj.azurewebsites.net/file/My_Apps_Web_VPATJ10630.xlsx"
MyServices (ProvanceD365),Web,2024/05/14,"https://vpatj.azurewebsites.net/file/MyServices_ProvanceD365_Web_VPATJ10640.xlsx"
MySQL extension for Azure Data Studio,"Linux, Mac, Win32",2025/05/22,"https://vpatj.azurewebsites.net/file/MySQL_extension_for_Azure_Data_Studio_Linux_Mac_Win32_VPATJ10650.xlsx"
